MovieID,MovieName,Duration,MovieLanguage,ReleaseYear,MovieKey,Movie_Rate
M2297,The Man ,83,English,2005,2297,1.3
M2298,Code Name: The Cleaner ,91,English,2007,2298,3.9
M2299,Connie and Carla ,108,English,2004,2299,2.2
M2300,Sweet Charity ,154,English,1969,2300,3.8
M2301,Inherent Vice ,148,English,2014,2301,2.7
M2302,Doogal ,77,English,2006,2302,4.7
M2303,Battle of the Year ,110,English,2013,2303,2.3
M2304,Perception ,42,English,2006,2304,2.4
M2305,An American Carol ,83,English,2008,2305,4.3
M2306,Machete Kills ,107,English,2013,2306,4.1
M2307,Willard ,100,English,2003,2307,3.3
M2308,Strange Wilderness ,87,English,2008,2308,1.2
M2309,Topsy-Turvy ,154,English,1999,2309,3.2
M2310,Little Boy ,106,English,2015,2310,2.6
M2311,A Dangerous Method ,99,English,2011,2311,1.8
M2312,A Scanner Darkly ,100,English,2006,2312,2.4
M2313,Chasing Mavericks ,116,English,2012,2313,1.2
M2314,Alone in the Dark ,94,English,2005,2314,1.6
M2315,Bandslam ,111,English,2009,2315,3.8
M2316,Birth ,100,English,2004,2316,4.2
M2317,A Most Violent Year ,125,English,2014,2317,1.9
M2318,Passchendaele ,114,English,2008,2318,2.5
M2319,Flash of Genius ,119,English,2008,2319,4.2
M2320,I'm Not There. ,135,English,2007,2320,2.0
M2321,The Cold Light of Day ,93,English,2012,2321,3.0
M2322,The Brothers Bloom ,114,English,2008,2322,1.6
M2323,"Synecdoche, New York ",124,English,2008,2323,4.1
M2324,Princess Mononoke ,134,Japanese,1997,2324,2.2
M2325,Bon voyage ,114,French,2003,2325,1.8
M2326,Can't Stop the Music ,124,English,1980,2326,4.9
M2327,The Proposition ,104,English,2005,2327,3.8
M2328,Courage ,118,English,2015,2328,2.5
M2329,Marci X ,80,English,2003,2329,3.6
M2330,Equilibrium ,107,English,2002,2330,4.5
M2331,The Children of Huang Shi ,125,English,2008,2331,2.2
M2332,The Yards ,115,English,2000,2332,3.9
M2333,The Oogieloves in the Big Balloon Adventure ,88,English,2012,2333,3.5
M2334,By the Sea ,122,English,2015,2334,4.5
M2335,Steamboy ,103,Japanese,2004,2335,4.6
M2336,The Game of Their Lives ,101,English,2005,2336,3.1
M2337,All Good Things ,101,English,2010,2337,1.7
M2338,Rapa Nui ,107,English,1994,2338,1.3
M2339,CJ7 ,86,Cantonese,2008,2339,2.7
M2340,Les couloirs du temps: Les visiteurs II ,118,French,1998,2340,1.4
M2341,Dylan Dog: Dead of Night ,107,English,2010,2341,3.8
M2342,People I Know ,100,English,2002,2342,4.4
M2343,The Doombolt Chase ,30,English,2006,2343,5.0
M2344,The Tempest ,110,English,2010,2344,4.4
M2345,Regression ,106,English,2015,2345,3.5
M2346,The Touch ,7,English,2007,2346,1.2
M2347,Three Kingdoms: Resurrection of the Dragon ,102,Mandarin,2008,2347,1.0
M2348,Shattered ,98,English,2007,2348,1.4
M2349,Zambezia ,83,English,2012,2349,4.3
M2350,Ramanujan ,153,English,2014,2350,4.9
M2351,Dwegons and Leprechauns ,98,English,2014,2351,1.9
M2352,Hands of Stone ,105,English,2016,2352,4.6
M2353,Survivor ,96,English,2015,2353,2.6
M2354,The Frozen Ground ,105,English,2013,2354,4.2
M2355,The Painted Veil ,125,Mandarin,2006,2355,3.3
M2356,The Baader Meinhof Complex ,184,German,2008,2356,2.7
M2357,Dances with Wolves ,236,English,1990,2357,2.7
M2358,Bad Teacher ,97,English,2011,2358,1.1
M2359,Sea of Love ,113,English,1989,2359,2.5
M2360,A Cinderella Story ,95,English,2004,2360,1.9
M2361,Scream ,103,English,1996,2361,2.7
M2362,Thir13en Ghosts ,91,English,2001,2362,2.5
M2363,The Shining ,146,English,1980,2363,3.1
M2364,Back to the Future ,116,English,1985,2364,2.5
M2365,House on Haunted Hill ,93,English,1999,2365,2.9
M2366,I Can Do Bad All by Myself ,113,English,2009,2366,2.4
M2367,Fight Valley ,90,English,2016,2367,2.1
M2368,The Switch ,101,English,2010,2368,4.4
M2369,Just Married ,95,English,2003,2369,4.2
M2370,The Devil's Double ,109,English,2011,2370,2.3
M2371,"Gone, Baby, Gone             ",43,English,2006,2371,3.8
M2372,Thomas and the Magic Railroad ,85,English,2000,2372,2.4
M2373,The Crazies ,101,English,2010,2373,2.8
M2374,Spirited Away ,125,Japanese,2001,2374,2.6
M2375,Firestorm ,118,Mandarin,2013,2375,3.6
M2376,The Bounty ,132,English,1984,2376,2.3
M2377,The Book Thief ,131,English,2013,2377,3.6
M2378,Sex Drive ,129,English,2008,2378,2.3
M2379,Leap Year ,100,English,2010,2379,1.6
M2380,The Fall of the Roman Empire ,172,English,1964,2380,3.2
M2381,Take Me Home Tonight ,97,English,2011,2381,4.8
M2382,Won't Back Down ,121,English,2012,2382,2.6
M2383,The Nutcracker ,92,English,1993,2383,4.4
M2384,Kansas City ,116,English,1996,2384,2.1
M2385,Indignation ,110,Hebrew,2016,2385,4.1
M2386,The Amityville Horror ,90,English,2005,2386,2.3
M2387,Adaptation. ,81,English,2002,2387,1.6
M2388,Land of the Dead ,97,English,2005,2388,5.0
M2389,Out of Inferno ,107,Chinese,2013,2389,1.9
M2390,Fear and Loathing in Las Vegas ,118,English,1998,2390,1.8
M2391,The Invention of Lying ,100,English,2009,2391,3.1
M2392,Neighbors ,97,English,2014,2392,1.6
M2393,The Mask ,114,English,1994,2393,2.8
M2394,Big ,130,English,1988,2394,2.3
M2395,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,82,English,2006,2395,4.7
M2396,Legally Blonde ,96,English,2001,2396,3.0
M2397,Star Trek III: The Search for Spock ,105,English,1984,2397,2.0
M2398,The Exorcism of Emily Rose ,122,English,2005,2398,3.5
M2399,Deuce Bigalow: Male Gigolo ,88,English,1999,2399,1.7
M2400,Left Behind ,110,English,2014,2400,1.3
M2401,The Family Stone ,103,English,2005,2401,2.4
M2402,Barbershop 2: Back in Business ,106,English,2004,2402,1.2
M2403,Bad Santa ,98,English,2003,2403,2.8
M2404,Austin Powers: International Man of Mystery ,68,English,1997,2404,1.5
M2405,My Big Fat Greek Wedding 2 ,94,English,2016,2405,2.5
M2406,Diary of a Wimpy Kid: Rodrick Rules ,99,English,2011,2406,4.3
M2407,Predator ,107,English,1987,2407,3.7
M2408,Amadeus ,180,English,1984,2408,2.3
M2409,Prom Night ,89,English,2008,2409,1.9
M2410,Mean Girls ,97,English,2004,2410,2.6
M2411,Under the Tuscan Sun ,113,English,2003,2411,2.4
M2412,Gosford Park ,131,English,2001,2412,3.5
M2413,The O.C. ,44,English,2006,2413,1.6
M2414,Peggy Sue Got Married ,103,English,1986,2414,3.0
M2415,Birdman or (The Unexpected Virtue of Ignorance) ,119,English,2014,2415,2.8
M2416,Blue Jasmine ,98,English,2013,2416,2.7
M2417,United 93 ,111,English,2006,2417,2.8
M2418,Honey ,94,English,2003,2418,2.4
M2419,Glory ,122,English,1989,2419,1.8
M2420,Spy Hard ,81,English,1996,2420,2.4
M2421,The Fog ,89,English,1980,2421,2.4
M2422,Soul Surfer ,106,English,2011,2422,2.8
M2423,Catch-22 ,122,English,1970,2423,1.9
M2424,Observe and Report ,86,English,2009,2424,1.6
M2425,Conan the Destroyer ,103,English,1984,2425,3.1
M2426,Raging Bull ,121,English,1980,2426,3.6
M2427,Love Happens ,109,English,2009,2427,1.0
M2428,Young Sherlock Holmes ,109,English,1985,2428,3.9
M2429,Fame ,123,English,2009,2429,4.4
M2430,127 Hours ,94,English,2010,2430,4.8
M2431,Small Time Crooks ,94,English,2000,2431,4.3
M2432,Center Stage ,115,English,2000,2432,1.4
M2433,Love the Coopers ,107,English,2015,2433,3.3
M2434,Catch That Kid ,91,English,2004,2434,1.2
M2435,Life as a House ,125,English,2001,2435,1.3
M2436,Steve Jobs ,122,English,2015,2436,2.5
M2437,"I Love You, Beth Cooper ",102,English,2009,2437,4.8
M2438,Youth in Revolt ,90,English,2009,2438,3.3
M2439,The Legend of the Lone Ranger ,98,English,1981,2439,3.2
M2440,The Tailor of Panama ,109,English,2001,2440,4.5
M2441,Blow Out ,107,English,1981,2441,3.2
M2442,Getaway ,90,English,2013,2442,2.7
M2443,The Ice Storm ,112,English,1997,2443,4.2
M2444,And So It Goes ,94,English,2014,2444,2.2
M2445,Troop Beverly Hills ,105,English,1989,2445,3.3
M2446,Being Julia ,104,English,2004,2446,1.3
M2447,9½ Weeks ,112,English,1986,2447,4.6
M2448,Dragonslayer ,108,English,1981,2448,1.2
M2449,The Last Station ,112,English,2009,2449,4.5
M2450,Ed Wood ,127,English,1994,2450,3.2
M2451,Labor Day ,111,English,2013,2451,3.9
M2452,Mongol: The Rise of Genghis Khan ,126,Mongolian,2007,2452,1.5
M2453,RocknRolla ,114,English,2008,2453,3.4
M2454,Megaforce ,99,English,1982,2454,3.9
M2455,Hamlet ,150,English,1996,2455,1.0
M2456,Mao's Last Dancer ,117,English,2009,2456,2.7
M2457,Midnight Special ,112,English,2016,2457,3.2
M2458,Anything Else ,108,English,2003,2458,4.9
M2459,The Railway Man ,116,English,2013,2459,1.7
M2460,Unforgettable ,60,English,2006,2460,1.9
M2461,The White Ribbon ,144,German,2009,2461,2.3
M2462,Restoration ,92,English,2016,2462,3.7
M2463,The Wraith ,93,English,1986,2463,2.4
M2464,The Salton Sea ,103,English,2002,2464,3.1
M2465,Metallica Through the Never ,93,English,2013,2465,4.7
M2466,The Informers ,98,English,2008,2466,2.2
M2467,Carlos ,334,English,2006,2467,4.0
M2468,I Come with the Rain ,114,English,2009,2468,1.6
M2469,One Man's Hero ,121,English,1999,2469,3.4
M2470,Day of the Dead ,87,English,1985,2470,4.4
M2471,I Am Wrath ,92,English,2016,2471,3.5
M2472,Renaissance ,105,English,2006,2472,3.9
M2473,Forsaken ,90,English,2015,2473,3.7
M2474,Red Sonja ,89,English,1985,2474,2.7
M2475,Red Lights ,114,English,2012,2475,2.4
M2476,Superbad ,119,English,2007,2476,1.8
M2477,Madea Goes to Jail ,103,English,2009,2477,1.2
M2478,Wolves ,91,English,2014,2478,2.9
M2479,Step Up 2: The Streets ,98,English,2008,2479,1.3
M2480,Hoodwinked! ,80,English,2005,2480,2.0
M2481,Hotel Rwanda ,121,English,2004,2481,4.9
M2482,Hitman ,94,English,2007,2482,1.6
M2483,Black Nativity ,93,English,2013,2483,2.6
M2484,The Prince ,93,English,2014,2484,3.6
M2485,City of Ghosts ,116,English,2002,2485,2.1
M2486,The Others ,101,English,2001,2486,1.1
M2487,Aliens ,154,English,1986,2487,4.1
M2488,My Fair Lady ,170,English,1964,2488,2.2
M2489,I Know What You Did Last Summer ,99,English,1997,2489,1.5
M2490,Let's Be Cops ,104,English,2014,2490,1.6
M2491,Sideways ,126,English,2004,2491,4.9
M2492,Beerfest ,110,English,2006,2492,2.3
M2493,Halloween ,101,English,1978,2493,4.3
M2494,Hero ,80,Mandarin,2002,2494,4.8
M2495,Good Boy! ,87,English,2003,2495,4.8
M2496,The Best Man Holiday ,123,English,2013,2496,2.9
M2497,Smokin' Aces ,109,English,2006,2497,3.4
M2498,Saw 3D: The Final Chapter ,90,English,2010,2498,3.2
M2499,40 Days and 40 Nights ,96,English,2002,2499,2.2
M2500,TRON: Legacy ,125,English,2010,2500,2.0
M2501,A Night at the Roxbury ,82,English,1998,2501,1.4
M2502,Beastly ,86,English,2011,2502,4.7
M2503,The Hills Have Eyes ,108,English,2006,2503,1.5
M2504,Dickie Roberts: Former Child Star ,98,English,2003,2504,1.8
M2505,"McFarland, USA ",129,English,2015,2505,1.1
M2506,Lottery Ticket ,99,English,2010,2506,2.2
M2507,ATL ,105,English,2006,2507,4.4
M2508,Pitch Perfect ,112,English,2012,2508,2.4
M2509,Summer Catch ,108,English,2001,2509,2.4
M2510,A Simple Plan ,121,English,1998,2510,4.4
M2511,They ,89,English,2002,2511,4.3
M2512,Larry the Cable Guy: Health Inspector ,89,English,2006,2512,2.1
M2513,The Adventures of Elmo in Grouchland ,73,English,1999,2513,4.0
M2514,Brooklyn's Finest ,132,English,2009,2514,2.0
M2515,55 Days at Peking ,154,English,1963,2515,3.6
M2516,Evil Dead ,96,English,2013,2516,2.4
M2517,My Life in Ruins ,98,English,2009,2517,2.0
M2518,American Dreamz ,107,English,2006,2518,1.6
M2519,Superman IV: The Quest for Peace ,134,English,1987,2519,4.9
M2520,How She Move ,94,English,2007,2520,4.3
M2521,Running Scared ,122,English,2006,2521,3.8
M2522,Bobby Jones: Stroke of Genius ,128,English,2004,2522,1.8
M2523,Shanghai Surprise ,97,English,1986,2523,2.9
M2524,The Illusionist ,110,English,2006,2524,4.2
M2525,Roar ,102,English,1981,2525,1.9
M2526,Veronica Guerin ,98,English,2003,2526,2.8
M2527,Escobar: Paradise Lost ,120,English,2014,2527,1.6
M2528,Southland Tales ,160,English,2006,2528,3.1
M2529,Dragon Hunters ,80,French,2008,2529,3.4
M2530,Damnation Alley ,91,English,1977,2530,2.3
M2531,The Apparition ,83,English,2012,2531,1.7
M2532,My Girl ,102,English,1991,2532,4.8
M2533,Fur: An Imaginary Portrait of Diane Arbus ,122,English,2006,2533,3.5
M2534,The Illusionist ,110,English,2006,2534,1.9
M2535,Wall Street ,126,English,1987,2535,3.2
M2536,Sense and Sensibility ,136,English,1995,2536,1.6
M2537,Becoming Jane ,120,English,2007,2537,3.6
M2538,Sydney White ,108,English,2007,2538,4.6
M2539,House of Sand and Fog ,126,English,2003,2539,2.2
M2540,Dead Poets Society ,128,English,1989,2540,1.8
M2541,Dumb & Dumber ,113,English,1994,2541,2.7
M2542,When Harry Met Sally... ,89,English,1989,2542,3.3
M2543,The Verdict ,129,English,1982,2543,4.5
M2544,Road Trip ,94,English,2000,2544,2.9
M2545,Varsity Blues ,106,English,1999,2545,4.0
M2546,The Artist ,100,English,2011,2546,4.1
M2547,The Unborn ,89,English,2009,2547,2.4
M2548,Moonrise Kingdom ,94,English,2012,2548,1.6
M2549,The Texas Chainsaw Massacre: The Beginning ,83,English,2006,2549,1.1
M2550,The Young Messiah ,111,English,2016,2550,2.8
M2551,The Master of Disguise ,80,English,2002,2551,4.9
M2552,Pan's Labyrinth ,112,Spanish,2006,2552,3.0
M2553,The Messengers ,60,English,2006,2553,2.3
M2554,See Spot Run ,94,English,2001,2554,1.9
M2555,Baby Boy ,130,English,2001,2555,4.4
M2556,The Roommate ,91,English,2011,2556,3.7
M2557,Joe Dirt ,91,English,2001,2557,2.2
M2558,Double Impact ,110,English,1991,2558,1.5
M2559,Hot Fuzz ,121,English,2007,2559,5.0
M2560,The Women ,114,English,2008,2560,2.9
M2561,Vicky Cristina Barcelona ,96,English,2008,2561,1.2
M2562,Arn: The Knight Templar ,270,Swedish,2007,2562,4.3
M2563,Bad Moms ,100,English,2016,2563,4.2
M2564,Boys and Girls ,94,English,2000,2564,2.3
M2565,White Oleander ,109,English,2002,2565,3.5
M2566,Jennifer's Body ,107,English,2009,2566,3.3
M2567,Drowning Mona ,96,English,2000,2567,2.6
M2568,Radio Days ,88,English,1987,2568,2.4
M2569,Left Behind ,110,English,2014,2569,1.6
M2570,Remember Me ,113,English,2010,2570,4.5
M2571,How to Deal ,101,English,2003,2571,2.7
M2572,My Stepmother Is an Alien ,105,English,1988,2572,3.2
M2573,Philadelphia ,125,English,1993,2573,4.0
M2574,The Thirteenth Floor ,100,English,1999,2574,3.5
M2575,The Cookout ,97,English,2004,2575,3.7
M2576,Meteor ,108,English,1979,2576,3.0
M2577,Duets ,112,English,2000,2577,4.6
M2578,Hollywood Ending ,112,English,2002,2578,3.0
M2579,Detroit Rock City ,95,English,1999,2579,4.3
M2580,Highlander ,110,English,1986,2580,3.6
M2581,Things We Lost in the Fire ,118,English,2007,2581,3.5
M2582,Steel ,97,English,1997,2582,2.2
M2583,The Immigrant ,120,English,2013,2583,3.1
M2584,The White Countess ,135,English,2005,2584,4.6
M2585,Trance ,101,English,2013,2585,1.3
M2586,Soul Plane ,92,English,2004,2586,3.5
M2587,Welcome to the Sticks ,106,French,2008,2587,3.1
M2588,Good ,92,English,2008,2588,4.0
M2589,Enter the Void ,161,English,2009,2589,3.6
M2590,Vamps ,92,English,2012,2590,3.7
M2591,Hachi: A Dog's Tale ,93,English,2009,2591,4.1
M2592,Zulu ,110,English,2013,2592,4.5
M2593,The Homesman ,122,English,2014,2593,2.3
M2594,Juwanna Mann ,91,English,2002,2594,5.0
M2595,Lilyhammer ,45,English,2006,2595,1.7
M2596,Ararat ,115,English,2002,2596,3.7
M2597,Madison ,94,English,2001,2597,4.9
M2598,Slow Burn ,93,English,2005,2598,3.4
M2599,Wasabi ,94,French,2001,2599,3.2
M2600,Slither ,95,English,2006,2600,4.2
M2601,Beverly Hills Cop ,105,English,1984,2601,3.7
M2602,Home Alone ,103,English,1990,2602,4.8
M2603,3 Men and a Baby ,102,English,1987,2603,4.4
M2604,Tootsie ,116,English,1982,2604,1.3
M2605,Top Gun ,110,English,1986,2605,4.9
M2606,"Crouching Tiger, Hidden Dragon ",120,Mandarin,2000,2606,2.2
M2607,American Beauty ,122,English,1999,2607,3.7
M2608,The King's Speech ,118,English,2010,2608,1.1
M2609,Twins ,107,English,1988,2609,4.6
M2610,Scream: The TV Series ,45,English,2006,2610,3.0
M2611,The Yellow Handkerchief ,102,English,2008,2611,2.3
M2612,The Color Purple ,154,English,1985,2612,1.8
M2613,Tidal Wave ,103,Korean,2009,2613,2.9
M2614,Ben-Hur ,141,English,2016,2614,3.4
M2615,The Imitation Game ,114,English,2014,2615,3.2
M2616,Private Benjamin ,109,English,1980,2616,4.1
M2617,Coal Miner's Daughter ,124,English,1980,2617,4.2
M2618,Diary of a Wimpy Kid ,94,English,2010,2618,2.3
M2619,Mama ,100,English,2013,2619,3.9
M2620,Halloween ,101,English,1978,2620,3.3
M2621,National Lampoon's Vacation ,98,English,1983,2621,2.5
M2622,Bad Grandpa ,102,English,2013,2622,2.2
M2623,The Queen ,94,English,2006,2623,1.6
M2624,Beetlejuice ,92,English,1988,2624,3.6
M2625,Why Did I Get Married? ,113,English,2007,2625,4.8
M2626,Little Women ,115,English,1994,2626,3.6
M2627,The Woman in Black ,95,English,2012,2627,1.5
M2628,When a Stranger Calls ,87,English,2006,2628,2.5
M2629,Big Fat Liar ,88,English,2002,2629,2.1
M2630,The Deer Hunter ,183,English,1978,2630,3.7
M2631,Wag the Dog ,97,English,1997,2631,5.0
M2632,The Lizzie McGuire Movie ,94,English,2003,2632,4.9
M2633,Snitch ,112,English,2013,2633,2.3
M2634,Krampus ,98,English,2015,2634,2.2
M2635,The Faculty ,104,English,1998,2635,4.0
M2636,What's Love Got to Do with It ,118,English,1993,2636,2.3
M2637,Cop Land ,120,English,1997,2637,4.0
M2638,Not Another Teen Movie ,99,English,2001,2638,3.9
M2639,End of Watch ,109,English,2012,2639,1.9
M2640,Aloha ,105,English,2015,2640,1.7
M2641,The Skulls ,106,English,2000,2641,3.2
M2642,The Theory of Everything ,123,English,2014,2642,5.0
M2643,Malibu's Most Wanted ,86,English,2003,2643,2.3
M2644,Where the Heart Is ,120,English,2000,2644,1.4
M2645,Lawrence of Arabia ,227,English,1962,2645,5.0
M2646,Halloween II ,119,English,2009,2646,4.7
M2647,Wild ,115,English,2014,2647,4.8
M2648,The Last House on the Left ,114,English,2009,2648,2.0
M2649,The Wedding Date ,90,English,2005,2649,3.2
M2650,Halloween: Resurrection ,94,English,2002,2650,2.9
M2651,Clash of the Titans ,106,English,2010,2651,3.0
M2652,The Princess Bride ,98,English,1987,2652,1.8
M2653,The Great Debaters ,126,English,2007,2653,1.0
M2654,Drive ,100,English,2011,2654,2.7
M2655,Confessions of a Teenage Drama Queen ,89,English,2004,2655,3.6
M2656,The Object of My Affection ,111,English,1998,2656,3.5
M2657,28 Weeks Later ,100,English,2007,2657,4.8
M2658,When the Game Stands Tall ,115,English,2014,2658,2.9
M2659,Because of Winn-Dixie ,106,English,2005,2659,3.5
M2660,Love & Basketball ,124,English,2000,2660,1.6
M2661,Grosse Pointe Blank ,107,English,1997,2661,4.5
M2662,All About Steve ,99,English,2009,2662,2.4
M2663,Book of Shadows: Blair Witch 2 ,90,English,2000,2663,1.2
M2664,The Craft ,101,English,1996,2664,1.2
M2665,Match Point ,119,English,2005,2665,1.5
M2666,Ramona and Beezus ,103,English,2010,2666,4.8
M2667,The Remains of the Day ,134,English,1993,2667,3.1
M2668,Boogie Nights ,155,English,1997,2668,1.8
M2669,Nowhere to Run ,94,English,1993,2669,3.1
M2670,Flicka ,95,English,2006,2670,1.9
M2671,The Hills Have Eyes II ,89,English,2007,2671,1.9
M2672,Urban Legends: Final Cut ,97,English,2000,2672,5.0
M2673,Tuck Everlasting ,90,English,2002,2673,4.1
M2674,The Marine ,92,English,2006,2674,4.2
M2675,Keanu ,100,English,2016,2675,4.7
M2676,Country Strong ,117,English,2010,2676,2.7
M2677,Disturbing Behavior ,84,English,1998,2677,1.6
M2678,The Place Beyond the Pines ,140,English,2012,2678,2.6
M2679,The November Man ,108,English,2014,2679,1.5
M2680,Eye of the Beholder ,109,English,1999,2680,3.8
M2681,The Hurt Locker ,131,English,2008,2681,3.6
M2682,Firestarter ,114,English,1984,2682,2.3
M2683,Killing Them Softly ,97,English,2012,2683,2.9
M2684,A Most Wanted Man ,122,English,2014,2684,4.3
M2685,Freddy Got Fingered ,87,English,2001,2685,4.1
M2686,The Pirates Who Don't Do Anything: A VeggieTales Movie ,85,English,2008,2686,2.8
M2687,U2 3D ,85,English,2007,2687,3.9
M2688,Highlander: Endgame ,101,English,2000,2688,1.8
M2689,Idlewild ,121,English,2006,2689,2.3
M2690,One Day ,107,English,2011,2690,3.3
M2691,Whip It ,111,English,2009,2691,3.6
M2692,Knockaround Guys ,92,English,2001,2692,3.9
M2693,Confidence ,97,English,2003,2693,2.0
M2694,The Muse ,97,English,1999,2694,3.3
M2695,De-Lovely ,125,English,2004,2695,4.7
M2696,New York Stories ,124,English,1989,2696,3.3
M2697,Barney's Great Adventure ,76,English,1998,2697,1.2
M2698,The Man with the Iron Fists ,107,English,2012,2698,3.1
M2699,Home Fries ,91,English,1998,2699,4.8
M2700,Here on Earth ,96,English,2000,2700,4.8
M2701,Brazil ,142,English,1985,2701,4.0
M2702,Raise Your Voice ,103,English,2004,2702,2.0
M2703,The Dead Zone ,60,English,2006,2703,2.0
M2704,The Big Lebowski ,117,English,1998,2704,4.1
M2705,Black Snake Moan ,116,English,2006,2705,4.2
M2706,Dark Blue ,118,English,2002,2706,1.3
M2707,A Mighty Heart ,108,English,2007,2707,1.6
M2708,Whatever It Takes ,94,English,2000,2708,3.1
M2709,Boat Trip ,97,English,2002,2709,1.5
M2710,The Importance of Being Earnest ,97,English,2002,2710,3.7
M2711,The Love Letter ,99,English,1998,2711,1.4
M2712,Hoot ,91,English,2006,2712,2.1
M2713,In Bruges ,107,English,2008,2713,4.4
M2714,Peeples ,95,English,2013,2714,1.1
M2715,The Rocker ,102,English,2008,2715,2.1
M2716,Post Grad ,88,English,2009,2716,3.6
M2717,Promised Land ,106,English,2012,2717,1.6
M2718,Whatever Works ,92,English,2009,2718,3.4
M2719,The In Crowd ,105,English,2000,2719,2.3
M2720,Three Burials ,107,English,2005,2720,4.8
M2721,Jakob the Liar ,120,English,1999,2721,2.6
M2722,Kiss Kiss Bang Bang ,103,English,2005,2722,4.5
M2723,Idle Hands ,92,English,1999,2723,3.9
M2724,Mulholland Drive ,147,English,2001,2724,2.3
M2725,Blood and Chocolate ,98,English,2007,2725,3.3
M2726,You Will Meet a Tall Dark Stranger ,98,English,2010,2726,3.8
M2727,Never Let Me Go ,103,English,2010,2727,4.6
M2728,The Company ,286,English,2006,2728,1.2
M2729,Transsiberian ,111,English,2008,2729,4.6
M2730,The Clan of the Cave Bear ,98,English,1986,2730,3.6
M2731,Crazy in Alabama ,111,English,1999,2731,3.7
M2732,Funny Games ,111,English,2007,2732,4.6
M2733,Listening ,100,English,2014,2733,3.4
M2734,Felicia's Journey ,116,English,1999,2734,1.2
M2735,Metropolis ,145,German,1927,2735,1.7
M2736,District B13 ,84,French,2004,2736,1.6
M2737,Things to Do in Denver When You're Dead ,115,English,1995,2737,3.4
M2738,The Assassin ,105,Mandarin,2015,2738,3.6
M2739,Buffalo Soldiers ,98,English,2001,2739,2.0
M2740,The Return ,99,Russian,2003,2740,4.0
M2741,Ong-bak 2 ,110,Thai,2008,2741,2.8
M2742,Centurion ,97,English,2010,2742,4.0
M2743,Silent Trigger ,88,English,1996,2743,3.8
M2744,The Midnight Meat Train ,103,English,2008,2744,2.4
M2745,Winnie Mandela ,104,English,2011,2745,2.7
M2746,The Son of No One ,90,English,2011,2746,2.0
M2747,All the Queen's Men ,105,English,2001,2747,4.5
M2748,The Good Night ,93,English,2007,2748,4.3
M2749,Bathory: Countess of Blood ,141,English,2008,2749,4.5
M2750,Khumba ,85,English,2013,2750,4.5
M2751,Automata ,109,English,2014,2751,1.4
M2752,Dungeons & Dragons: Wrath of the Dragon God ,105,English,2005,2752,1.8
M2753,Chiamatemi Francesco - Il Papa della gente ,98,Spanish,2015,2753,3.1
M2754,Shinjuku Incident ,119,Mandarin,2009,2754,3.9
M2755,Pandaemonium ,124,English,2000,2755,4.4
M2756,Groundhog Day ,101,English,1993,2756,2.7
M2757,Magic Mike XXL ,115,English,2015,2757,4.4
M2758,Romeo + Juliet ,120,English,1996,2758,2.9
M2759,Sarah's Key ,111,French,2010,2759,2.4
M2760,Freedom ,94,English,2014,2760,3.5
M2761,Unforgiven ,131,English,1992,2761,2.0
M2762,Manderlay ,139,English,2005,2762,3.6
M2763,Slumdog Millionaire ,120,English,2008,2763,4.4
M2764,Fatal Attraction ,119,English,1987,2764,2.3
M2765,Pretty Woman ,125,English,1990,2765,2.1
M2766,Towering Inferno ,65,English,2006,2766,4.8
M2767,Crocodile Dundee II ,108,English,1988,2767,2.7
M2768,Broken Horses ,101,English,2015,2768,1.9
M2769,Born on the Fourth of July ,145,English,1989,2769,4.1
M2770,Cool Runnings ,98,English,1993,2770,3.4
M2771,My Bloody Valentine ,101,English,2009,2771,2.7
M2772,The Possession ,92,English,2012,2772,2.6
M2773,First Blood ,93,English,1982,2773,4.1
M2774,Stomp the Yard ,109,English,2007,2774,4.2
M2775,The Spy Who Loved Me ,123,English,1977,2775,4.0
M2776,Ghost Hunters ,60,English,2006,2776,2.5
M2777,Urban Legend ,99,English,1998,2777,1.3
M2778,Dangerous Liaisons ,119,English,1988,2778,3.7
M2779,Good Deeds ,110,English,2012,2779,1.8
M2780,White Fang ,107,English,1991,2780,1.9
M2781,Superstar ,81,English,1999,2781,1.9
M2782,The Iron Lady ,105,English,2011,2782,2.4
M2783,Jonah: A VeggieTales Movie ,82,English,2002,2783,3.3
M2784,Poetic Justice ,109,English,1993,2784,4.2
M2785,All About the Benjamins ,95,English,2002,2785,4.5
M2786,Vampire in Brooklyn ,100,English,1995,2786,2.1
M2787,Exorcist II: The Heretic ,118,English,1977,2787,2.7
M2788,An American Haunting ,91,English,2005,2788,3.7
M2789,My Boss's Daughter ,90,English,2003,2789,3.1
M2790,A Perfect Getaway ,108,English,2009,2790,2.4
M2791,Our Family Wedding ,103,English,2010,2791,4.5
M2792,Dead Man on Campus ,96,English,1998,2792,2.9
M2793,Tea with Mussolini ,117,English,1999,2793,2.4
M2794,Thinner ,93,English,1996,2794,2.9
M2795,"New York, New York ",136,English,1977,2795,1.9
M2796,Crooklyn ,115,English,1994,2796,4.1
M2797,I Think I Love My Wife ,94,English,2007,2797,2.2
M2798,Jason X ,85,English,2001,2798,1.3
M2799,Big Fat Liar ,88,English,2002,2799,4.5
M2800,Bobby ,112,English,2006,2800,2.0
M2801,Head Over Heels ,86,English,2001,2801,2.2
M2802,Fun Size ,86,English,2012,2802,1.1
